"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","stimulus","response","data_type","consented","demo_name","demo_gender","demo_age","robot_avatar","condition_index","robot_index","robot_style","trial_number","global_trial_number","stim_file","correct_answer","guess_1","guess_1_correct","guess_1_confidence","guess_2","guess_2_correct","guess_2_confidence","guess_1_rt","guess_2_rt","chatroom_rt","guess_2_confidence_rt","godspeed_1","godspeed_2","godspeed_3","godspeed_4","godspeed_5","godspeed_6","godspeed_7","godspeed_8","godspeed_9","trust","mai_1","mai_2","mai_3","mai_4","mai_5","mai_6","mai_7","mai_8","mai_9","mai_10","mai_11","mai_12","mai_13","mai_14","mai_15","mai_16","mai_17","mai_18","mai_19","mai_20","mai_21","mai_22","mai_23","mai_24","mai_25","mai_26","mai_27","mai_28","mai_29","mai_30","mai_31","mai_32","mai_33","mai_34","mai_35","mai_36","mai_37","mai_38","mai_39","mai_40","mai_41","mai_42","mai_43","mai_44","mai_45","mai_46","mai_47","mai_48","mai_49","mai_50","mai_51","mai_52"
"html-button-response","10","60577","0.0-10.0","P1779326394333_LEY8CW","8887","
      <div style=""max-width:680px;margin:0 auto;padding:30px 20px;line-height:1.9;font-size:15px;"">
        <p style=""color:#c0392b;"">本實驗共有四輪，每輪有十五張圖。不同輪次之間，會由不同的機器人提供作答想法。</p>
        <p>每一輪於十五張圖片回答完成後，會請您評估一些關於本輪機器人的看法。</p>
        <p>若以上資訊有問題，可來信詢問實驗者，若無其他疑問，請按確認開始正式實驗。</p>
      </div>","0","instruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","61545","0.0-11.0","P1779326394333_LEY8CW","968","
      <div class=""page-wrap"">
        <h2>第 1 / 4 段</h2>
        <p style=""font-size:18px;color:#555;"">休息一下，準備好後請按「下一頁」繼續</p>
      </div>","0","rest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","69161","0.0-12.0","P1779326394333_LEY8CW","7616","
      <div class=""page-wrap"">
        <p style=""font-size:18px;"">接下來您將與以下機器人進行對話</p>
        <img src=""stimulus/level3.png""
             class=""robot-intro-img"" alt=""機器人頭像"">
        <p style=""font-size:14px;color:#888;margin-top:14px;"">請等待五秒後，點按下一頁</p>
      </div>","0","robot_intro","","","","","level3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","82033","0.0-13.0","P1779326394333_LEY8CW","12872","
      <div style=""text-align:center;padding-bottom:60px;"">
        <img src=""final_stimfile/columnbia_santuariade_neustra_sanctuary.jpg"" class=""stim-trial"" alt=""刺激圖片"">
        <p style=""margin-top:14px;"">請猜測您認為這張照片最可能拍攝的地點</p>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","2","page1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","14","83849","0.0-14.0","P1779326394333_LEY8CW","1815","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/columnbia_santuariade_neustra_sanctuary.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>葡萄牙</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","1","page2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","15","102489","0.0-15.0","P1779326394333_LEY8CW","18639","
      <div style=""display:flex;height:calc(100vh - 130px);min-height:400px;"">

        <!-- ── Left 50 %: stimulus image ── -->
        <div style=""flex:0 0 50%;display:flex;align-items:center;justify-content:center;padding:28px 16px 28px 28px;"">
          <img src=""final_stimfile/columnbia_santuariade_neustra_sanctuary.jpg""
               style=""max-width:100%;max-height:100%;object-fit:contain;border-radius:6px;""
               alt=""刺激圖片"">
        </div>

        <!-- ── Right 50 %: top (avatar) + bottom (chat) ── -->
        <div style=""flex:1;display:flex;flex-direction:column;padding:16px 28px 16px 16px;min-width:0;"">

          <!-- Top 40 %: robot avatar, centred -->
          <div style=""flex:0 0 40%;display:flex;flex-direction:column;align-items:center;justify-content:center;gap:10px;"">
            <img src=""stimulus/level3.png""
                 style=""width:120px;height:120px;object-fit:contain;border-radius:50%;""
                 alt="""">
            <span style=""font-size:14px;color:#555;"">機器人 A</span>
          </div>

          <!-- Bottom 60 %: chat messages -->
          <div style=""flex:1;overflow-y:auto;padding-top:6px;"">
            <div class=""chat-messages"" id=""chat-msg-area""></div>
          </div>

        </div>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","0","page3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","16","107569","0.0-16.0","P1779326394333_LEY8CW","5079","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/columnbia_santuariade_neustra_sanctuary.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">
            您上次選擇的是 <strong>葡萄牙</strong>，
            機器人認為這裡是 <strong>哥倫比亞</strong>，<br>
            請再次猜測您認為這張照片最可能拍攝的地點
          </p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","0","page4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","17","111161","0.0-17.0","P1779326394333_LEY8CW","3592","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/columnbia_santuariade_neustra_sanctuary.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>哥倫比亞</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;1 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:10%""></div>
      </div>
    </div>","1","trial","","","","","level3","0","0","0","1","1","columnbia_santuariade_neustra_sanctuary","哥倫比亞","葡萄牙","false","2","哥倫比亞","true","2","12872","5079","18639","3592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","18","138585","0.0-18.0","P1779326394333_LEY8CW","27423","
      <div style=""text-align:center;padding-bottom:60px;"">
        <img src=""final_stimfile/phillipines_banauerice_terraces.jpg"" class=""stim-trial"" alt=""刺激圖片"">
        <p style=""margin-top:14px;"">請猜測您認為這張照片最可能拍攝的地點</p>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;2 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:20%""></div>
      </div>
    </div>","2","page1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","19","140033","0.0-19.0","P1779326394333_LEY8CW","1448","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/phillipines_banauerice_terraces.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>法國</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;2 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:20%""></div>
      </div>
    </div>","0","page2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","20","152353","0.0-20.0","P1779326394333_LEY8CW","12320","
      <div style=""display:flex;height:calc(100vh - 130px);min-height:400px;"">

        <!-- ── Left 50 %: stimulus image ── -->
        <div style=""flex:0 0 50%;display:flex;align-items:center;justify-content:center;padding:28px 16px 28px 28px;"">
          <img src=""final_stimfile/phillipines_banauerice_terraces.jpg""
               style=""max-width:100%;max-height:100%;object-fit:contain;border-radius:6px;""
               alt=""刺激圖片"">
        </div>

        <!-- ── Right 50 %: top (avatar) + bottom (chat) ── -->
        <div style=""flex:1;display:flex;flex-direction:column;padding:16px 28px 16px 16px;min-width:0;"">

          <!-- Top 40 %: robot avatar, centred -->
          <div style=""flex:0 0 40%;display:flex;flex-direction:column;align-items:center;justify-content:center;gap:10px;"">
            <img src=""stimulus/level3.png""
                 style=""width:120px;height:120px;object-fit:contain;border-radius:50%;""
                 alt="""">
            <span style=""font-size:14px;color:#555;"">機器人 A</span>
          </div>

          <!-- Bottom 60 %: chat messages -->
          <div style=""flex:1;overflow-y:auto;padding-top:6px;"">
            <div class=""chat-messages"" id=""chat-msg-area""></div>
          </div>

        </div>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;2 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:20%""></div>
      </div>
    </div>","0","page3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","21","155233","0.0-21.0","P1779326394333_LEY8CW","2879","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/phillipines_banauerice_terraces.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">
            您上次選擇的是 <strong>法國</strong>，
            機器人認為這裡是 <strong>菲律賓</strong>，<br>
            請再次猜測您認為這張照片最可能拍攝的地點
          </p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;2 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:20%""></div>
      </div>
    </div>","0","page4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","22","156338","0.0-22.0","P1779326394333_LEY8CW","1103","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/phillipines_banauerice_terraces.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>菲律賓</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;2 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:20%""></div>
      </div>
    </div>","0","trial","","","","","level3","0","0","0","2","2","phillipines_banauerice_terraces","菲律賓","法國","false","1","菲律賓","true","1","27423","2879","12320","1103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","23","165674","0.0-23.0","P1779326394333_LEY8CW","9336","
      <div style=""text-align:center;padding-bottom:60px;"">
        <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg"" class=""stim-trial"" alt=""刺激圖片"">
        <p style=""margin-top:14px;"">請猜測您認為這張照片最可能拍攝的地點</p>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;3 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:30%""></div>
      </div>
    </div>","0","page1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","24","166866","0.0-24.0","P1779326394333_LEY8CW","1191","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>冰島</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;3 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:30%""></div>
      </div>
    </div>","0","page2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","25","184610","0.0-25.0","P1779326394333_LEY8CW","17743","
      <div style=""display:flex;height:calc(100vh - 130px);min-height:400px;"">

        <!-- ── Left 50 %: stimulus image ── -->
        <div style=""flex:0 0 50%;display:flex;align-items:center;justify-content:center;padding:28px 16px 28px 28px;"">
          <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg""
               style=""max-width:100%;max-height:100%;object-fit:contain;border-radius:6px;""
               alt=""刺激圖片"">
        </div>

        <!-- ── Right 50 %: top (avatar) + bottom (chat) ── -->
        <div style=""flex:1;display:flex;flex-direction:column;padding:16px 28px 16px 16px;min-width:0;"">

          <!-- Top 40 %: robot avatar, centred -->
          <div style=""flex:0 0 40%;display:flex;flex-direction:column;align-items:center;justify-content:center;gap:10px;"">
            <img src=""stimulus/level3.png""
                 style=""width:120px;height:120px;object-fit:contain;border-radius:50%;""
                 alt="""">
            <span style=""font-size:14px;color:#555;"">機器人 A</span>
          </div>

          <!-- Bottom 60 %: chat messages -->
          <div style=""flex:1;overflow-y:auto;padding-top:6px;"">
            <div class=""chat-messages"" id=""chat-msg-area""></div>
          </div>

        </div>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;3 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:30%""></div>
      </div>
    </div>","0","page3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","26","189666","0.0-26.0","P1779326394333_LEY8CW","5056","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">
            您上次選擇的是 <strong>冰島</strong>，
            機器人認為這裡是 <strong>冰島</strong>，<br>
            請再次猜測您認為這張照片最可能拍攝的地點
          </p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;3 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:30%""></div>
      </div>
    </div>","0","page4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","27","191490","0.0-27.0","P1779326394333_LEY8CW","1823","
        <div style=""text-align:center;padding-bottom:60px;"">
          <img src=""final_stimfile/green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080.jpg"" class=""stim-trial"" alt=""刺激圖片"">
          <p style=""margin-top:14px;"">您剛才選擇的答案是 <strong>冰島</strong>，請問您對此選項的信心如何？</p>
          <p style=""color:#888;font-size:13px;"">（1 分 = 非常沒信心；5 分 = 非常有信心）</p>
        </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;3 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:30%""></div>
      </div>
    </div>","1","trial","","","","","level3","0","0","0","3","3","green_island_01_costa_cerca_de_grindavik_su_urland_islandia_2014-08-13_dd_080","冰島","冰島","true","1","冰島","true","2","9336","5056","17743","1823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","28","208434","0.0-28.0","P1779326394333_LEY8CW","16944","
      <div style=""text-align:center;padding-bottom:60px;"">
        <img src=""final_stimfile/norway_02_danvikskanalen_2011x.jpg"" class=""stim-trial"" alt=""刺激圖片"">
        <p style=""margin-top:14px;"">請猜測您認為這張照片最可能拍攝的地點</p>
      </div>
    <div class=""progress-wrap"">
      <div class=""progress-label"">第 1 段&emsp;4 / 10</div>
      <div class=""progress-track"">
        <div class=""progress-fill"" style=""width:40%""></div>
      </div>
    </div>","0","page1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
